Movie_ID,Year,Rank,Title,Description,Duration,Genre,Rating,Metascore,Votes,Gross_Earning_in_Mil,Director,Actor
1015,2018,15,Creed II,"    Under the tutelage of Rocky Balboa, heavyweight contender Adonis Creed faces off against Viktor Drago, son of Ivan Drago.",130,Drama,7.3,66,59501,115.7,Steven Caple Jr.,Michael B. Jordan
1016,2018,16,Christopher Robin,"    A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",104,Animation,7.4,60,46598,99.22,Marc Forster,Ewan McGregor
1017,2018,17,Holmes & Watson,    A humorous take on Sir Arthur Conan Doyle's classic mysteries featuring Sherlock Holmes and Doctor Watson.,90,Adventure,3.6,24,11092,30.57,Etan Cohen,Will Ferrell
1018,2018,18,Black Panther,"    T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",134,Action,7.3,88,483379,700,Ryan Coogler,Chadwick Boseman
1019,2018,19,Kursk,"    The film follows the 2000 K-141 Kursk submarine disaster and the governmental negligence that followed. As the sailors fight for survival, their families desperately battle political obstacles and impossible odds to save them.",117,Action,6.5,53,4055, ,Thomas Vinterberg,Léa Seydoux
1020,2018,20,Ralph Breaks the Internet,"    Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",111,Animation,7.2,71,70321,200.8,Phil Johnston,John C. Reilly
1021,2018,21,Deadpool 2,"    Foul-mouthed mutant mercenary Wade Wilson (AKA. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg, Cable.",119,Action,7.8,66,364549,324.5,David Leitch,Ryan Reynolds
1022,2018,22,BlacKkKlansman,"    Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",135,Biography,7.5,83,129314,48.69,Spike Lee,John David Washington
1023,2018,23,Overlord,    A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,110,Action,6.7,60,46852,21.7,Julius Avery,Jovan Adepo
1024,2018,24,Mary Queen of Scots,"    Mary Stuart's attempt to overthrow her cousin Elizabeth I, Queen of England, finds her condemned to years of imprisonment before facing execution.",124,Biography,6.3,60,18767,16.47,Josie Rourke,Saoirse Ronan
1025,2018,25,Greta,    A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,98,Drama,6.2,53,2960,10.3,Neil Jordan,Isabelle Huppert
1026,2018,26,Roma,    A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,135,Drama,7.8,96,97872, ,Alfonso Cuarón,Yalitza Aparicio
1027,2018,27,Robin Hood,    A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,116,Action,5.3,32,34440,30.82,Otto Bathurst,Taron Egerton
1028,2018,28,Widows,"    Set in contemporary Chicago, amid a time of turmoil, four women with nothing in common except a debt left behind by their dead husbands' criminal activities, take fate into their own hands, and conspire to forge a future on their own terms.",129,Crime,7,84,52962,42.4,Steve McQueen,Viola Davis
1029,2018,29,Climax,"    French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",97,Drama,7.3,67,18817,0.69,Gaspar Noé,Sofia Boutella
1030,2018,30,Hereditary,"    After the family matriarch passes away, a grieving family is haunted by tragic and disturbing occurrences, and begin to unravel dark secrets.",127,Drama,7.3,87,139095,44.07,Ari Aster,Toni Collette
1031,2018,31,Venom,"    A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",112,Action,6.8,35,249978,213.5,Ruben Fleischer,Tom Hardy
1032,2018,32,First Man,"    A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",141,Biography,7.4,84,108253,44.94,Damien Chazelle,Ryan Gosling
1033,2018,33,Ant-Man and the Wasp,"    As Scott Lang balances being both a Super Hero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",118,Action,7.1,70,211270,216.6,Peyton Reed,Paul Rudd
1034,2018,34,Finding Steve McQueen,"    In 1972, a gang of close-knit thieves from Youngstown, Ohio attempt to steal $30 million in illegal contributions and blackmail money from President Richard Nixon's secret fund.",91,Crime,6.3,56,593, ,Mark Steven Johnson,Travis Fimmel
1035,2018,35,The Ballad of Buster Scruggs,"    Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",133,Comedy,7.3,79,79597, ,Ethan Coen,Tim Blake Nelson
1036,2018,36,Stan & Ollie,"    Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song - a grueling theatre tour of post-war Britain.",98,Biography,7.4,75,9844,5.36,Jon S. Baird,Steve Coogan
1037,2018,37,The Mule,    A 90-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.,116,Crime,7.1,58,29774,103.8,Clint Eastwood,Clint Eastwood
1038,2018,38,Bird Box,"    Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",124,Drama,6.7,51,199952, ,Susanne Bier,Sandra Bullock
1039,2018,39,London Fields,    Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.,118,Crime,4.3,16,2075,0.25,Mathew Cullen,Gemma Chan
1040,2018,40,Ready Player One,"    When the creator of a virtual reality world called the OASIS dies, he releases a video in which he challenges all OASIS users to find his Easter Egg, which will give the finder his fortune.",140,Action,7.5,64,288557,137.6,Steven Spielberg,Tye Sheridan
1041,2018,41,Crazy Rich Asians,"    This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",120,Comedy,7,74,84546,174.5,Jon M. Chu,Constance Wu
1042,2018,42,Can You Ever Forgive Me?,"    When Lee Israel falls out of step with current tastes, she turns her art form to deception.",106,Biography,7.2,87,23383,8.8,Marielle Heller,Melissa McCarthy
1043,2018,43,Bad Times at the El Royale,"    Circa 1969, several strangers, most with a secret to bury, meet by chance at Lake Tahoe's El Royale, a rundown hotel with a dark past. Over the course of one night, everyone will show their true colors - before everything goes to hell.",141,Crime,7.1,60,74724,17.84,Drew Goddard,Jeff Bridges
1044,2018,44,Solo: A Star Wars Story,"    During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",135,Action,7,62,212848,213.7,Ron Howard,Alden Ehrenreich
1045,2018,45,Level 16,"    In a highly regimented boarding school, a pair of students discover that things are not as they seem.",102,Sci-Fi,5.9,46,994, ,Danishka Esterhazy,Katie Douglas
1046,2018,46,The House That Jack Built,"    The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman.",152,Crime,6.9,42,30062,0.09,Lars von Trier,Matt Dillon
1047,2018,47,Suspiria,"    A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",152,Fantasy,6.9,64,29251,2.47,Luca Guadagnino,Chloë Grace Moretz
1048,2018,48,The Hummingbird Project,    A pair of high-frequency traders go up against their old boss in an effort to make millions in a fiber-optic cable deal.,110,Thriller,6.7,57,486,0.05,Kim Nguyen,Jesse Eisenberg
1049,2018,49,Incredibles 2,"    The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",118,Animation,7.7,80,188634,608.5,Brad Bird,Craig T. Nelson
1050,2018,50,Ocean's 8,    Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.,110,Action,6.2,61,134018,139.3,Gary Ross,Sandra Bullock
1051,2018,51,A Quiet Place,"    In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",90,Drama,7.6,82,285990,188,John Krasinski,Emily Blunt
1052,2018,52,A Simple Favor,"    Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",117,Comedy,6.9,67,75041,53.54,Paul Feig,Anna Kendrick
1053,2018,53,If Beale Street Could Talk,    A woman in Harlem embraces her pregnancy while she and her family struggle to prove her fiancé innocent of a crime.,119,Drama,7.3,87,18926,14.86,Barry Jenkins,KiKi Layne
1054,2018,54,Destroyer,    A police detective reconnects with people from an undercover assignment in her distant past in order to make peace.,121,Action,6.5,62,6079,1.53,Karyn Kusama,Nicole Kidman
1055,2018,55,Everybody Knows,"    Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.",133,Crime,7,68,14605,2.43,Asghar Farhadi,Penélope Cruz
1056,2018,56,Annihilation,"    A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",115,Adventure,6.9,79,218328,32.73,Alex Garland,Natalie Portman
1057,2018,57,Ben Is Back,    A drug addicted teenage boy shows up unexpectedly at his family's home on Christmas Eve.,103,Drama,6.8,66,6992,3.7,Peter Hedges,Julia Roberts
1058,2018,58,Hunter Killer,"    An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.",122,Action,6.6,43,29030,15.77,Donovan Marsh,Gerard Butler
1059,2018,59,The Girl in the Spider's Web,"    Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",117,Action,6.1,43,23496,14.84,Fede Alvarez,Claire Foy
1060,2018,60,Capharnaüm,"    While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",126,Drama,8.4,75,11904,1.54,Nadine Labaki,Zain Al Rafeea
1061,2018,61,Bumblebee,"    On the run in the year of 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.",114,Action,7,66,62768,127.2,Travis Knight,Hailee Steinfeld
1062,2018,62,Mission: Impossible - Fallout,"    Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",147,Action,7.8,86,221451,220.1,Christopher McQuarrie,Tom Cruise
