	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
7	Blended	(2014)	117 min	"
Comedy, Romance            "	6.5	31	105474	$46.29M	Frank Coraci	/name/nm0178997/?ref_=adv_li_dr_0	Adam Sandler	/name/nm0001191/?ref_=adv_li_st_0	Drew Barrymore	/name/nm0000106/?ref_=adv_li_st_1
8	Kingsman: The Secret Service	(2014)	129 min	"
Action, Adventure, Comedy            "	7.7	60	538283	$128.26M	Matthew Vaughn	/name/nm0891216/?ref_=adv_li_dr_0	Colin Firth	/name/nm0000147/?ref_=adv_li_st_0	Taron Egerton	/name/nm5473782/?ref_=adv_li_st_1
9	The Expendables 3	(2014)	126 min	"
Action, Adventure, Thriller            "	6.1	35	154933	$39.32M	Patrick Hughes	/name/nm0400850/?ref_=adv_li_dr_0	Sylvester Stallone	/name/nm0000230/?ref_=adv_li_st_0	Jason Statham	/name/nm0005458/?ref_=adv_li_st_1
10	The Grand Budapest Hotel	(2014)	99 min	"
Adventure, Comedy, Crime            "	8.1	88	626796	$59.10M	Wes Anderson	/name/nm0027572/?ref_=adv_li_dr_0	Ralph Fiennes	/name/nm0000146/?ref_=adv_li_st_0	F. Murray Abraham	/name/nm0000719/?ref_=adv_li_st_1
11	Ex Machina	(2014)	108 min	"
Drama, Mystery, Sci-Fi            "	7.7	78	418868	$25.44M	Alex Garland	/name/nm0307497/?ref_=adv_li_dr_0	Alicia Vikander	/name/nm2539953/?ref_=adv_li_st_0	Domhnall Gleeson	/name/nm1727304/?ref_=adv_li_st_1
12	How to Train Your Dragon 2	(2014)	102 min	"
Animation, Action, Adventure            "	7.8	76	273501	$177.00M	Dean DeBlois	/name/nm0213450/?ref_=adv_li_dr_0	Jay Baruchel	/name/nm0059431/?ref_=adv_li_st_0	Cate Blanchett	/name/nm0000949/?ref_=adv_li_st_1
13	Lucy	(I) (2014)	89 min	"
Action, Sci-Fi, Thriller            "	6.4	61	399294	$126.66M	Luc Besson	/name/nm0000108/?ref_=adv_li_dr_0	Scarlett Johansson	/name/nm0424060/?ref_=adv_li_st_0	Morgan Freeman	/name/nm0000151/?ref_=adv_li_st_1
14	Divergent	(2014)	139 min	"
Action, Adventure, Mystery            "	6.7	48	396931	$150.95M	Neil Burger	/name/nm1139726/?ref_=adv_li_dr_0	Shailene Woodley	/name/nm0940362/?ref_=adv_li_st_0	Theo James	/name/nm3772243/?ref_=adv_li_st_1
15	Love, Rosie	(2014)	102 min	"
Comedy, Romance            "	7.2	44	103089	$0.01M	Christian Ditter	/name/nm0228542/?ref_=adv_li_dr_0	Lily Collins	/name/nm2934314/?ref_=adv_li_st_0	Sam Claflin	/name/nm3510471/?ref_=adv_li_st_1
16	Birdman or (The Unexpected Virtue of Ignorance)	(2014)	119 min	"
Comedy, Drama            "	7.7	88	513360	$42.34M	Alejandro G. Iñárritu	/name/nm0327944/?ref_=adv_li_dr_0	Michael Keaton	/name/nm0000474/?ref_=adv_li_st_0	Zach Galifianakis	/name/nm0302108/?ref_=adv_li_st_1
17	American Sniper	(2014)	133 min	"
Action, Biography, Drama            "	7.3	72	398417	$350.13M	Clint Eastwood	/name/nm0000142/?ref_=adv_li_dr_0	Bradley Cooper	/name/nm0177896/?ref_=adv_li_st_0	Sienna Miller	/name/nm1092227/?ref_=adv_li_st_1
18	X-Men: Days of Future Past	(2014)	132 min	"
Action, Adventure, Sci-Fi            "	8.0	75	612773	$233.92M	Bryan Singer	/name/nm0001741/?ref_=adv_li_dr_0	Patrick Stewart	/name/nm0001772/?ref_=adv_li_st_0	Ian McKellen	/name/nm0005212/?ref_=adv_li_st_1
19	Fury	(2014)	134 min	"
Action, Drama, War            "	7.6	64	378266	$85.82M	David Ayer	/name/nm0043742/?ref_=adv_li_dr_0	Brad Pitt	/name/nm0000093/?ref_=adv_li_st_0	Shia LaBeouf	/name/nm0479471/?ref_=adv_li_st_1
20	The Equalizer	(2014)	132 min	"
Action, Crime, Thriller            "	7.2	57	298551	$101.53M	Antoine Fuqua	/name/nm0298807/?ref_=adv_li_dr_0	Denzel Washington	/name/nm0000243/?ref_=adv_li_st_0	Marton Csokas	/name/nm0190744/?ref_=adv_li_st_1
21	Annabelle	(I) (2014)	99 min	"
Horror, Mystery, Thriller            "	5.4	37	119761	$84.27M	John R. Leonetti	/name/nm0502954/?ref_=adv_li_dr_0	Ward Horton	/name/nm1782235/?ref_=adv_li_st_0	Annabelle Wallis	/name/nm1834115/?ref_=adv_li_st_1
22	Inherent Vice	(2014)	148 min	"
Comedy, Crime, Drama            "	6.7	81	82404	$8.11M	Paul Thomas Anderson	/name/nm0000759/?ref_=adv_li_dr_0	Joaquin Phoenix	/name/nm0001618/?ref_=adv_li_st_0	Josh Brolin	/name/nm0000982/?ref_=adv_li_st_1
23	Edge of Tomorrow	(2014)	113 min	"
Action, Sci-Fi            "	7.9	71	540976	$100.21M	Doug Liman	/name/nm0510731/?ref_=adv_li_dr_0	Tom Cruise	/name/nm0000129/?ref_=adv_li_st_0	Emily Blunt	/name/nm1289434/?ref_=adv_li_st_1
24	The Imitation Game	(2014)	114 min	"
Biography, Drama, Thriller            "	8.0	73	613026	$91.13M	Morten Tyldum	/name/nm0878763/?ref_=adv_li_dr_0	Benedict Cumberbatch	/name/nm1212722/?ref_=adv_li_st_0	Keira Knightley	/name/nm0461136/?ref_=adv_li_st_1
25	The Giver	(2014)	97 min	"
Drama, Romance, Sci-Fi            "	6.5	47	104275	$45.09M	Phillip Noyce	/name/nm0637518/?ref_=adv_li_dr_0	Brenton Thwaites	/name/nm4154798/?ref_=adv_li_st_0	Jeff Bridges	/name/nm0000313/?ref_=adv_li_st_1
26	Maleficent	(2014)	97 min	"
Action, Adventure, Family            "	7.0	56	302166	$241.41M	Robert Stromberg	/name/nm0834902/?ref_=adv_li_dr_0	Angelina Jolie	/name/nm0001401/?ref_=adv_li_st_0	Elle Fanning	/name/nm1102577/?ref_=adv_li_st_1
27	Godzilla	(2014)	123 min	"
Action, Adventure, Sci-Fi            "	6.4	62	344112	$200.68M	Gareth Edwards	/name/nm2284484/?ref_=adv_li_dr_0	Aaron Taylor-Johnson	/name/nm1093951/?ref_=adv_li_st_0	Elizabeth Olsen	/name/nm0647634/?ref_=adv_li_st_1
28	Boyhood	(I) (2014)	165 min	"
Drama            "	7.9	100	313810	$25.38M	Richard Linklater	/name/nm0000500/?ref_=adv_li_dr_0	Ellar Coltrane	/name/nm1294664/?ref_=adv_li_st_0	Patricia Arquette	/name/nm0000099/?ref_=adv_li_st_1
29	Nightcrawler	(2014)	117 min	"
Crime, Drama, Thriller            "	7.9	76	399504	$32.38M	Dan Gilroy	/name/nm0319659/?ref_=adv_li_dr_0	Jake Gyllenhaal	/name/nm0350453/?ref_=adv_li_st_0	Rene Russo	/name/nm0000623/?ref_=adv_li_st_1
30	The Amazing Spider-Man 2	(2014)	142 min	"
Action, Adventure, Sci-Fi            "	6.6	53	384098	$202.85M	Marc Webb	/name/nm1989536/?ref_=adv_li_dr_0	Andrew Garfield	/name/nm1940449/?ref_=adv_li_st_0	Emma Stone	/name/nm1297015/?ref_=adv_li_st_1
31	It Follows	(2014)	100 min	"
Horror, Mystery            "	6.8	83	180032	$14.67M	David Robert Mitchell	/name/nm1379002/?ref_=adv_li_dr_0	Maika Monroe	/name/nm2140860/?ref_=adv_li_st_0	Keir Gilchrist	/name/nm1507857/?ref_=adv_li_st_1
32	Tusk	(2014)	102 min	"
Comedy, Drama, Horror            "	5.3	55	40405	$1.82M	Kevin Smith	/name/nm0003620/?ref_=adv_li_dr_0	Justin Long	/name/nm0519043/?ref_=adv_li_st_0	Michael Parks	/name/nm0662981/?ref_=adv_li_st_1
33	Big Hero 6	(2014)	102 min	"
Animation, Action, Adventure            "	7.8	74	365950	$222.53M	Don Hall	/name/nm2320658/?ref_=adv_li_dr_0	Ryan Potter	/name/nm3994407/?ref_=adv_li_st_0	Scott Adsit	/name/nm0012523/?ref_=adv_li_st_1
34	The Hobbit: The Battle of the Five Armies	(2014)	144 min	"
Adventure, Fantasy            "	7.4	59	434582	$255.12M	Peter Jackson	/name/nm0001392/?ref_=adv_li_dr_0	Ian McKellen	/name/nm0005212/?ref_=adv_li_st_0	Martin Freeman	/name/nm0293509/?ref_=adv_li_st_1
35	Sin City: A Dame to Kill For	(2014)	102 min	"
Crime, Thriller            "	6.5	46	139430	$13.76M	Frank Miller	/name/nm0588340/?ref_=adv_li_dr_0	Mickey Rourke	/name/nm0000620/?ref_=adv_li_st_0	Jessica Alba	/name/nm0004695/?ref_=adv_li_st_1
36	The Fault in Our Stars	(2014)	126 min	"
Drama, Romance            "	7.7	69	311894	$124.87M	Josh Boone	/name/nm1837748/?ref_=adv_li_dr_0	Shailene Woodley	/name/nm0940362/?ref_=adv_li_st_0	Ansel Elgort	/name/nm5052065/?ref_=adv_li_st_1
37	Into the Woods	(2014)	125 min	"
Adventure, Comedy, Drama            "	6.0	69	122682	$128.00M	Rob Marshall	/name/nm0551128/?ref_=adv_li_dr_0	Anna Kendrick	/name/nm0447695/?ref_=adv_li_st_0	Meryl Streep	/name/nm0000658/?ref_=adv_li_st_1
38	The Lego Movie	(2014)	100 min	"
Animation, Action, Adventure            "	7.8	83	301098	$257.76M	Phil Lord	/name/nm0520488/?ref_=adv_li_dr_0	Chris Pratt	/name/nm0695435/?ref_=adv_li_st_0	Will Ferrell	/name/nm0002071/?ref_=adv_li_st_1
39	The Theory of Everything	(2014)	123 min	"
Biography, Drama, Romance            "	7.7	72	357087	$35.89M	James Marsh	/name/nm1016428/?ref_=adv_li_dr_0	Eddie Redmayne	/name/nm1519666/?ref_=adv_li_st_0	Felicity Jones	/name/nm0428065/?ref_=adv_li_st_1
40	300: Rise of an Empire	(2014)	102 min	"
Action, Fantasy, War            "	6.2	48	260828	$106.58M	Noam Murro	/name/nm1729171/?ref_=adv_li_dr_0	Sullivan Stapleton	/name/nm0822982/?ref_=adv_li_st_0	Eva Green	/name/nm1200692/?ref_=adv_li_st_1
41	Unbroken	(I) (2014)	137 min	"
Biography, Drama, Sport            "	7.2	59	129039	$115.64M	Angelina Jolie	/name/nm0001401/?ref_=adv_li_dr_0	Jack O'Connell	/name/nm1925239/?ref_=adv_li_st_0	Miyavi	/name/nm2032193/?ref_=adv_li_st_1
42	The Maze Runner	(2014)	113 min	"
Action, Mystery, Sci-Fi            "	6.8	57	383640	$102.43M	Wes Ball	/name/nm1226871/?ref_=adv_li_dr_0	Dylan O'Brien	/name/nm3729721/?ref_=adv_li_st_0	Kaya Scodelario	/name/nm2546012/?ref_=adv_li_st_1
43	Night at the Museum: Secret of the Tomb	(2014)	98 min	"
Adventure, Comedy, Family            "	6.2	47	91663	$113.75M	Shawn Levy	/name/nm0506613/?ref_=adv_li_dr_0	Ben Stiller	/name/nm0001774/?ref_=adv_li_st_0	Robin Williams	/name/nm0000245/?ref_=adv_li_st_1
44	Transformers: Age of Extinction	(2014)	165 min	"
Action, Adventure, Sci-Fi            "	5.7	32	281519	$245.44M	Michael Bay	/name/nm0000881/?ref_=adv_li_dr_0	Mark Wahlberg	/name/nm0000242/?ref_=adv_li_st_0	Nicola Peltz	/name/nm2443758/?ref_=adv_li_st_1
45	Predestination	(I) (2014)	97 min	"
Drama, Mystery, Sci-Fi            "	7.5	69	222934	$0.07M	Michael Spierig	/name/nm1294961/?ref_=adv_li_dr_0	Ethan Hawke	/name/nm0000160/?ref_=adv_li_st_0	Sarah Snook	/name/nm3512758/?ref_=adv_li_st_1
46	The Salvation	(2014)	92 min	"
Drama, Western            "	6.7	64	32643	$0.01M	Kristian Levring	/name/nm0506290/?ref_=adv_li_dr_0	Mads Mikkelsen	/name/nm0586568/?ref_=adv_li_st_0	Eva Green	/name/nm1200692/?ref_=adv_li_st_1
47	Noah	(2014)	138 min	"
Action, Adventure, Drama            "	5.8	68	227842	$101.20M	Darren Aronofsky	/name/nm0004716/?ref_=adv_li_dr_0	Russell Crowe	/name/nm0000128/?ref_=adv_li_st_0	Jennifer Connelly	/name/nm0000124/?ref_=adv_li_st_1
48	The Babadook	(2014)	94 min	"
Drama, Horror            "	6.8	86	168900	$0.92M	Jennifer Kent	/name/nm0448768/?ref_=adv_li_dr_0	Essie Davis	/name/nm0204583/?ref_=adv_li_st_0	Noah Wiseman	/name/nm5231168/?ref_=adv_li_st_1
49	Transcendence	(I) (2014)	119 min	"
Action, Drama, Sci-Fi            "	6.3	42	203307	$23.02M	Wally Pfister	/name/nm0002892/?ref_=adv_li_dr_0	Johnny Depp	/name/nm0000136/?ref_=adv_li_st_0	Rebecca Hall	/name/nm0356017/?ref_=adv_li_st_1
50	Hercules	(I) (2014)	98 min	"
Action, Adventure, Fantasy            "	6.0	47	136515	$72.69M	Brett Ratner	/name/nm0711840/?ref_=adv_li_dr_0	Dwayne Johnson	/name/nm0425005/?ref_=adv_li_st_0	John Hurt	/name/nm0000457/?ref_=adv_li_st_1
51	22 Jump Street	(2014)	112 min	"
Action, Comedy, Crime            "	7.0	71	316572	$191.72M	Phil Lord	/name/nm0520488/?ref_=adv_li_dr_0	Channing Tatum	/name/nm1475594/?ref_=adv_li_st_0	Jonah Hill	/name/nm1706767/?ref_=adv_li_st_1
52	5 Flights Up	(2014)	88 min	"
Comedy, Drama            "	6.2	55	7727	$1.01M	Richard Loncraine	/name/nm0518644/?ref_=adv_li_dr_0	Diane Keaton	/name/nm0000473/?ref_=adv_li_st_0	Morgan Freeman	/name/nm0000151/?ref_=adv_li_st_1
53	Dracula Untold	(2014)	92 min	"
Action, Drama, Fantasy            "	6.3	40	163438	$56.28M	Gary Shore	/name/nm2411495/?ref_=adv_li_dr_0	Luke Evans	/name/nm1812656/?ref_=adv_li_st_0	Dominic Cooper	/name/nm1002641/?ref_=adv_li_st_1
54	Relatos salvajes	(2014)	122 min	"
Comedy, Drama, Thriller            "	8.1	77	148755	$3.11M	Damián Szifron	/name/nm1167933/?ref_=adv_li_dr_0	Darío Grandinetti	/name/nm0334882/?ref_=adv_li_st_0	María Marull	/name/nm0555404/?ref_=adv_li_st_1
55	The Hunger Games: Mockingjay - Part 1	(2014)	123 min	"
Action, Adventure, Sci-Fi            "	6.7	64	375299	$337.14M	Francis Lawrence	/name/nm1349376/?ref_=adv_li_dr_0	Jennifer Lawrence	/name/nm2225369/?ref_=adv_li_st_0	Josh Hutcherson	/name/nm1242688/?ref_=adv_li_st_1
56	That Awkward Moment	(2014)	94 min	"
Comedy, Romance            "	6.2	36	91478	$26.05M	Tom Gormican	/name/nm3230448/?ref_=adv_li_dr_0	Zac Efron	/name/nm1374980/?ref_=adv_li_st_0	Michael B. Jordan	/name/nm0430107/?ref_=adv_li_st_1
57	RoboCop	(2014)	117 min	"
Action, Crime, Sci-Fi            "	6.2	52	204619	$58.61M	José Padilha	/name/nm0655683/?ref_=adv_li_dr_0	Joel Kinnaman	/name/nm1172478/?ref_=adv_li_st_0	Gary Oldman	/name/nm0000198/?ref_=adv_li_st_1
58	Dawn of the Planet of the Apes	(2014)	130 min	"
Action, Adventure, Drama            "	7.6	79	387183	$208.55M	Matt Reeves	/name/nm0716257/?ref_=adv_li_dr_0	Gary Oldman	/name/nm0000198/?ref_=adv_li_st_0	Keri Russell	/name/nm0005392/?ref_=adv_li_st_1
59	I Origins	(2014)	106 min	"
Drama, Romance, Sci-Fi            "	7.4	57	103642	$0.33M	Mike Cahill	/name/nm2648685/?ref_=adv_li_dr_0	Michael Pitt	/name/nm0685856/?ref_=adv_li_st_0	Steven Yeun	/name/nm3081796/?ref_=adv_li_st_1
60	Pompeii	(I) (2014)	105 min	"
Action, Adventure, Drama            "	5.5	39	99545	$23.22M	Paul W.S. Anderson	/name/nm0027271/?ref_=adv_li_dr_0	Kit Harington	/name/nm3229685/?ref_=adv_li_st_0	Emily Browning	/name/nm0115161/?ref_=adv_li_st_1
61	Need for Speed	(2014)	132 min	"
Action, Crime, Thriller            "	6.5	39	154033	$43.58M	Scott Waugh	/name/nm0915304/?ref_=adv_li_dr_0	Aaron Paul	/name/nm0666739/?ref_=adv_li_st_0	Dominic Cooper	/name/nm1002641/?ref_=adv_li_st_1
62	Big Eyes	(I) (2014)	106 min	"
Biography, Crime, Drama            "	7.0	62	76617	$14.48M	Tim Burton	/name/nm0000318/?ref_=adv_li_dr_0	Amy Adams	/name/nm0010736/?ref_=adv_li_st_0	Christoph Waltz	/name/nm0910607/?ref_=adv_li_st_1
63	Sex Tape	(2014)	94 min	"
Comedy, Romance            "	5.1	36	99759	$38.54M	Jake Kasdan	/name/nm0440458/?ref_=adv_li_dr_0	Jason Segel	/name/nm0781981/?ref_=adv_li_st_0	Cameron Diaz	/name/nm0000139/?ref_=adv_li_st_1
64	As Above, So Below	(2014)	93 min	"
Adventure, Horror, Mystery            "	6.2	38	66041	$21.20M	John Erick Dowdle	/name/nm0235719/?ref_=adv_li_dr_0	Perdita Weeks	/name/nm0917347/?ref_=adv_li_st_0	Ben Feldman	/name/nm1133651/?ref_=adv_li_st_1
65	3 Days to Kill	(2014)	117 min	"
Action, Drama, Thriller            "	6.2	40	81125	$30.70M	McG	/name/nm0629334/?ref_=adv_li_dr_0	Kevin Costner	/name/nm0000126/?ref_=adv_li_st_0	Hailee Steinfeld	/name/nm2794962/?ref_=adv_li_st_1
66	Neighbors	(I) (2014)	97 min	"
Comedy            "	6.3	68	263893	$150.16M	Nicholas Stoller	/name/nm0831557/?ref_=adv_li_dr_0	Seth Rogen	/name/nm0736622/?ref_=adv_li_st_0	Rose Byrne	/name/nm0126284/?ref_=adv_li_st_1
67	Non-Stop	(2014)	106 min	"
Action, Mystery, Thriller            "	7.0	56	233202	$92.17M	Jaume Collet-Serra	/name/nm1429471/?ref_=adv_li_dr_0	Liam Neeson	/name/nm0000553/?ref_=adv_li_st_0	Julianne Moore	/name/nm0000194/?ref_=adv_li_st_1
68	The Other Woman	(2014)	109 min	"
Comedy, Romance            "	6.0	39	122003	$83.91M	Nick Cassavetes	/name/nm0001024/?ref_=adv_li_dr_0	Cameron Diaz	/name/nm0000139/?ref_=adv_li_st_0	Leslie Mann	/name/nm0005182/?ref_=adv_li_st_1
69	Chef	(2014)	114 min	"
Adventure, Comedy, Drama            "	7.3	68	171608	$30.64M	Jon Favreau	/name/nm0269463/?ref_=adv_li_dr_0	Jon Favreau	/name/nm0269463/?ref_=adv_li_st_0	Robert Downey Jr.	/name/nm0000375/?ref_=adv_li_st_1
70	The Riot Club	(2014)	107 min	"
Drama, Thriller            "	6.0	54	19503	NA	Lone Scherfig	/name/nm0771054/?ref_=adv_li_dr_0	Sam Claflin	/name/nm3510471/?ref_=adv_li_st_0	Max Irons	/name/nm1796057/?ref_=adv_li_st_1
71	Wild	(I) (2014)	115 min	"
Adventure, Biography, Drama            "	7.1	76	109273	$37.88M	Jean-Marc Vallée	/name/nm0885249/?ref_=adv_li_dr_0	Reese Witherspoon	/name/nm0000702/?ref_=adv_li_st_0	Laura Dern	/name/nm0000368/?ref_=adv_li_st_1
72	Taken 3	(2014)	108 min	"
Action, Thriller            "	6.0	26	163617	$89.26M	Olivier Megaton	/name/nm0576298/?ref_=adv_li_dr_0	Liam Neeson	/name/nm0000553/?ref_=adv_li_st_0	Forest Whitaker	/name/nm0001845/?ref_=adv_li_st_1
73	The Best of Me	(2014)	118 min	"
Drama, Romance            "	6.7	29	59065	$26.76M	Michael Hoffman	/name/nm0001355/?ref_=adv_li_dr_0	James Marsden	/name/nm0005188/?ref_=adv_li_st_0	Michelle Monaghan	/name/nm1157358/?ref_=adv_li_st_1
74	A Walk Among the Tombstones	(2014)	114 min	"
Action, Crime, Drama            "	6.5	57	104391	$26.31M	Scott Frank	/name/nm0291082/?ref_=adv_li_dr_0	Liam Neeson	/name/nm0000553/?ref_=adv_li_st_0	Dan Stevens	/name/nm1405398/?ref_=adv_li_st_1
75	Jack Ryan: Shadow Recruit	(2014)	105 min	"
Action, Drama, Thriller            "	6.2	57	114050	$50.58M	Kenneth Branagh	/name/nm0000110/?ref_=adv_li_dr_0	Chris Pine	/name/nm1517976/?ref_=adv_li_st_0	Kevin Costner	/name/nm0000126/?ref_=adv_li_st_1
76	The Interview	(II) (2014)	112 min	"
Comedy            "	6.5	52	284508	$6.11M	Evan Goldberg	/name/nm1698571/?ref_=adv_li_dr_0	James Franco	/name/nm0290556/?ref_=adv_li_st_0	Seth Rogen	/name/nm0736622/?ref_=adv_li_st_1
77	A Most Violent Year	(2014)	125 min	"
Crime, Drama, Thriller            "	7.0	79	59590	$5.74M	J.C. Chandor	/name/nm1170855/?ref_=adv_li_dr_0	Oscar Isaac	/name/nm1209966/?ref_=adv_li_st_0	Jessica Chastain	/name/nm1567113/?ref_=adv_li_st_1
78	The Judge	(2014)	141 min	"
Crime, Drama            "	7.4	48	161185	$47.12M	David Dobkin	/name/nm0229694/?ref_=adv_li_dr_0	Robert Downey Jr.	/name/nm0000375/?ref_=adv_li_st_0	Robert Duvall	/name/nm0000380/?ref_=adv_li_st_1
79	Vampire Academy	(2014)	104 min	"
Action, Comedy, Drama            "	5.5	31	49039	$7.79M	Mark Waters	/name/nm0914134/?ref_=adv_li_dr_0	Zoey Deutch	/name/nm3614913/?ref_=adv_li_st_0	Lucy Fry	/name/nm4867258/?ref_=adv_li_st_1
80	A Million Ways to Die in the West	(2014)	116 min	"
Comedy, Western            "	6.1	44	159436	$43.14M	Seth MacFarlane	/name/nm0532235/?ref_=adv_li_dr_0	Seth MacFarlane	/name/nm0532235/?ref_=adv_li_st_0	Charlize Theron	/name/nm0000234/?ref_=adv_li_st_1
81	Left Behind	(I) (2014)	110 min	"
Action, Drama, Fantasy            "	3.1	12	33044	$14.00M	Vic Armstrong	/name/nm0002184/?ref_=adv_li_dr_0	Nicolas Cage	/name/nm0000115/?ref_=adv_li_st_0	Lea Thompson	/name/nm0000670/?ref_=adv_li_st_1
82	Teenage Mutant Ninja Turtles	(2014)	101 min	"
Action, Adventure, Comedy            "	5.8	31	191374	$191.20M	Jonathan Liebesman	/name/nm0509448/?ref_=adv_li_dr_0	Megan Fox	/name/nm1083271/?ref_=adv_li_st_0	Will Arnett	/name/nm0004715/?ref_=adv_li_st_1
83	This Is Where I Leave You	(2014)	103 min	"
Comedy, Drama            "	6.6	44	64787	$34.29M	Shawn Levy	/name/nm0506613/?ref_=adv_li_dr_0	Jason Bateman	/name/nm0000867/?ref_=adv_li_st_0	Tina Fey	/name/nm0275486/?ref_=adv_li_st_1
84	Phoenix	(II) (2014)	98 min	"
Drama, History, Music            "	7.3	89	14443	NA	Christian Petzold	/name/nm0678857/?ref_=adv_li_dr_0	Nina Hoss	/name/nm0396125/?ref_=adv_li_st_0	Ronald Zehrfeld	/name/nm1665537/?ref_=adv_li_st_1
85	Foxcatcher	(2014)	134 min	"
Biography, Drama, Sport            "	7.0	81	125313	$12.10M	Bennett Miller	/name/nm0587955/?ref_=adv_li_dr_0	Steve Carell	/name/nm0136797/?ref_=adv_li_st_0	Channing Tatum	/name/nm1475594/?ref_=adv_li_st_1
86	Lost River	(2014)	95 min	"
Drama, Fantasy, Mystery            "	5.8	42	15470	$0.04M	Ryan Gosling	/name/nm0331516/?ref_=adv_li_dr_0	Christina Hendricks	/name/nm0376716/?ref_=adv_li_st_0	Iain De Caestecker	/name/nm0207691/?ref_=adv_li_st_1
87	The Captive	(2014)	112 min	"
Crime, Drama, Mystery            "	5.9	36	26641	NA	Atom Egoyan	/name/nm0000382/?ref_=adv_li_dr_0	Ryan Reynolds	/name/nm0005351/?ref_=adv_li_st_0	Scott Speedman	/name/nm0005454/?ref_=adv_li_st_1
88	Dumb and Dumber To	(2014)	109 min	"
Adventure, Comedy            "	5.6	36	117602	$86.21M	Bobby Farrelly	/name/nm0268370/?ref_=adv_li_dr_0	Jim Carrey	/name/nm0000120/?ref_=adv_li_st_0	Jeff Daniels	/name/nm0001099/?ref_=adv_li_st_1
89	The Hundred-Foot Journey	(2014)	122 min	"
Comedy, Drama            "	7.3	55	68783	$54.24M	Lasse Hallström	/name/nm0002120/?ref_=adv_li_dr_0	Helen Mirren	/name/nm0000545/?ref_=adv_li_st_0	Om Puri	/name/nm0700875/?ref_=adv_li_st_1
90	The Guest	(I) (2014)	100 min	"
Action, Crime, Horror            "	6.7	76	81425	$0.32M	Adam Wingard	/name/nm1417392/?ref_=adv_li_dr_0	Dan Stevens	/name/nm1405398/?ref_=adv_li_st_0	Sheila Kelley	/name/nm0445992/?ref_=adv_li_st_1
91	Men, Women & Children	(2014)	119 min	"
Comedy, Drama            "	6.7	38	27913	$0.46M	Jason Reitman	/name/nm0718646/?ref_=adv_li_dr_0	Kaitlyn Dever	/name/nm3239803/?ref_=adv_li_st_0	Rosemarie DeWitt	/name/nm1679669/?ref_=adv_li_st_1
92	The Voices	(2014)	103 min	"
Comedy, Crime, Horror            "	6.4	58	47776	NA	Marjane Satrapi	/name/nm2277869/?ref_=adv_li_dr_0	Ryan Reynolds	/name/nm0005351/?ref_=adv_li_st_0	Gemma Arterton	/name/nm2605345/?ref_=adv_li_st_1
93	Before We Go	(I) (2014)	95 min	"
Comedy, Drama, Romance            "	6.8	31	44241	$0.04M	Chris Evans	/name/nm0262635/?ref_=adv_li_dr_0	Chris Evans	/name/nm0262635/?ref_=adv_li_st_0	Alice Eve	/name/nm1404408/?ref_=adv_li_st_1
94	If I Stay	(2014)	107 min	"
Drama, Fantasy, Music            "	6.8	46	106615	$50.47M	R.J. Cutler	/name/nm0191712/?ref_=adv_li_dr_0	Chloë Grace Moretz	/name/nm1631269/?ref_=adv_li_st_0	Mireille Enos	/name/nm0257969/?ref_=adv_li_st_1
95	Starry Eyes	(2014)	98 min	"
Drama, Fantasy, Horror            "	6.0	49	15720	NA	Kevin Kölsch	/name/nm1556116/?ref_=adv_li_dr_0	Alex Essoe	/name/nm3012273/?ref_=adv_li_st_0	Amanda Fuller	/name/nm0298168/?ref_=adv_li_st_1
96	The Purge: Anarchy	(2014)	103 min	"
Action, Horror, Sci-Fi            "	6.5	50	125079	$71.96M	James DeMonaco	/name/nm0218621/?ref_=adv_li_dr_0	Frank Grillo	/name/nm0342029/?ref_=adv_li_st_0	Carmen Ejogo	/name/nm0252238/?ref_=adv_li_st_1
97	The Monuments Men	(2014)	118 min	"
Comedy, Drama, History            "	6.1	52	116945	$78.03M	George Clooney	/name/nm0000123/?ref_=adv_li_dr_0	George Clooney	/name/nm0000123/?ref_=adv_li_st_0	Matt Damon	/name/nm0000354/?ref_=adv_li_st_1
98	Ask Me Anything	(2014)	100 min	"
Drama            "	6.1	NA	10616	NA	Allison Burnett	/name/nm0122335/?ref_=adv_li_dr_0	Britt Robertson	/name/nm1429380/?ref_=adv_li_st_0	Molly Hagan	/name/nm0353243/?ref_=adv_li_st_1
99	Exodus: Gods and Kings	(2014)	150 min	"
Action, Adventure, Drama            "	6.0	52	149917	$65.01M	Ridley Scott	/name/nm0000631/?ref_=adv_li_dr_0	Christian Bale	/name/nm0000288/?ref_=adv_li_st_0	Joel Edgerton	/name/nm0249291/?ref_=adv_li_st_1
	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
0	Love	(II) (2015)	135 min	"
Drama, Romance            "	6.0	51	35858	NA	Gaspar Noé	/name/nm0637615/?ref_=adv_li_dr_0	Aomi Muyock	/name/nm7312806/?ref_=adv_li_st_0	Karl Glusman	/name/nm3194762/?ref_=adv_li_st_1
1	Avengers: Age of Ultron	(2015)	141 min	"
Action, Adventure, Sci-Fi            "	7.3	66	641961	$459.01M	Joss Whedon	/name/nm0923736/?ref_=adv_li_dr_0	Robert Downey Jr.	/name/nm0000375/?ref_=adv_li_st_0	Chris Evans	/name/nm0262635/?ref_=adv_li_st_1
